name,agency,code,routes,toward
GRAND ST AT PRIOR ST,njt_bus,8166,,Jersey City
GRAND ST AT MONMOUTH ST,njt_bus,8167,,Jersey City
GRAND ST AT JERSEY AVE,njt_bus,8175,,Bayonne
GRAND ST AT MONMOUTH ST,njt_bus,8176,,Bayonne
GRAND ST AT BATES ST,njt_bus,8177,,Bayonne
GRAND ST AT PRIOR ST,njt_bus,8178,,Bayonne
GRAND ST AT FAIRMOUNT AVE,njt_bus,8179,,Bayonne
GRAND ST AT JOHNSTON AVE,njt_bus,8180,,Bayonne
GRAND ST AT STATE ST,njt_bus,8181,,Bayonne
GRAND ST AT SUMMIT AVE,njt_bus,8182,,Bayonne
GRAND ST AT COMMUNIPAW AVE,njt_bus,8183,,Bayonne
GRAND ST AT CLINTON AVE,njt_bus,8184,,Bayonne
GRAND ST AT BRAMHALL AVE,njt_bus,8185,,Bayonne
HOBOKEN AVE AT SUMMIT AVE,njt_bus,8186,,Hoboken
HOBOKEN AVE AT SUMMIT AVE,njt_bus,8187,,Jersey City
JFK BLVD AT PAMRAPO AVE,njt_bus,8191,,Jersey City
JFK BLVD AT GATES AVE,njt_bus,8192,,Jersey City
JFK BLVD AT PEARSALL AVE,njt_bus,8193,,Jersey City
JFK BLVD AT GREENVILLE AVE,njt_bus,8194,,Jersey City
JFK BLVD AT DANFORTH AVE,njt_bus,8195,,Jersey City
JFK BLVD AT MCADOO AVE,njt_bus,8196,,Jersey City
JFK BLVD AT WADE ST,njt_bus,8197,,Jersey City
JFK BLVD AT FOWLER AVE,njt_bus,8198,,Jersey City
JFK BLVD AT WOODLAWN AVE,njt_bus,8199,,Jersey City
JFK BLVD AT DWIGHT ST,njt_bus,8200,,Jersey City
JFK BLVD AT AUDUBON AVE,njt_bus,8201,,Jersey City
JFK BLVD AT BROADMAN PKWY,njt_bus,8202,,Jersey City
JFK BLVD AT CLAREMONT AVE,njt_bus,8203,,Jersey City
JFK BLVD AT MORTON PL,njt_bus,8204,,Jersey City
JFK BLVD AT EGE AVE,njt_bus,8205,,Jersey City
JFK BLVD AT BOYD AVE,njt_bus,8206,,Jersey City
JFK BLVD AT CLENDENNY AVE,njt_bus,8207,,Jersey City
JFK BLVD AT CLINTON AVE,njt_bus,8208,,Jersey City
JFK BLVD AT COMMUNIPAW AVE,njt_bus,8209,,Jersey City
JFK BLVD AT BENTLEY AVE,njt_bus,8210,,Jersey City
JFK BLVD AT KENSINGTON AVE,njt_bus,8211,,Jersey City
JFK BLVD AT JEWETT AVE,njt_bus,8212,,Jersey City
JFK BLVD AT DUNCAN AVE,njt_bus,8213,,Jersey City
JFK BLVD AT MONTGOMERY ST,njt_bus,8214,,Jersey City
JFK BLVD AT GLENWOOD AVE,njt_bus,8215,,Jersey City
JFK BLVD AT STUYVESANT AVE,njt_bus,8216,,Jersey City
JFK BLVD AT SIP AVE,njt_bus,8217,,Jersey City
JFK BLVD EAST OF TONNELLE AVE,njt_bus,8218,,
JFK BLVD AT VAN WINKLE AVE,njt_bus,8219,,
JFK BLVD 75' N OF SAINT PAULS AVE,njt_bus,8220,,
JFK BLVD AT BEACON AVE,njt_bus,8221,,
JFK BLVD AT SPRUCE ST,njt_bus,8222,,
JFK BLVD AT CLIFF ST,njt_bus,8223,,
JFK BLVD AT CARLTON AVE,njt_bus,8224,,
JFK BLVD AT MANHATTAN AVE,njt_bus,8225,,
JFK BLVD AT HUTTON ST,njt_bus,8226,,
JFK BLVD AT LINCOLN ST,njt_bus,8227,,
JFK BLVD AT THORNE ST,njt_bus,8228,,
JFK BLVD AT BLEEKER ST,njt_bus,8229,,
JFK BLVD AT CONGRESS ST,njt_bus,8230,,
JFK BLVD AT CONGRESS ST,njt_bus,8237,,
JFK BLVD AT BLEEKER ST,njt_bus,8238,,
JFK BLVD AT THORNE ST,njt_bus,8239,,
JFK BLVD AT LINCOLN ST,njt_bus,8240,,
JFK BLVD AT HUTTON ST,njt_bus,8241,,
JFK BLVD AT MANHATTAN AVE,njt_bus,8242,,
JFK BLVD AT CARLTON AVE,njt_bus,8243,,
JFK BLVD AT CLIFF ST,njt_bus,8244,,
JFK BLVD AT SPRUCE ST,njt_bus,8245,,
JFK BLVD AT SAINT PAULS AVE,njt_bus,8246,,
JFK BLVD AT VAN WINKLE AVE,njt_bus,8247,,
JFK BLVD AT COTTAGE ST,njt_bus,8248,,
JFK BLVD AT SIP AVE,njt_bus,8249,,Bayonne
JFK BLVD AT STUYVESANT AVE,njt_bus,8250,,Bayonne
JFK BLVD AT HIGHLAND AVE,njt_bus,8251,,Bayonne
JFK BLVD AT MONTGOMERY ST,njt_bus,8252,,Bayonne
JFK BLVD AT DUNCAN AVE,njt_bus,8253,,Bayonne
JFK BLVD AT KENSINGTON AVE,njt_bus,8254,,Bayonne
JFK BLVD AT BELMONT AVENUE,njt_bus,8255,,Bayonne
JFK BLVD AT BENTLEY AVE,njt_bus,8256,,Bayonne
JFK BLVD AT COMMUNIPAW AVE,njt_bus,8257,,Bayonne
JFK BLVD AT OXFORD AVE,njt_bus,8258,,Bayonne
JFK BLVD AT CLENDENNY AVE,njt_bus,8259,,Bayonne
JFK BLVD AT BOYD AVE,njt_bus,8260,,Bayonne
JFK BLVD AT EGE AVE,njt_bus,8261,,Bayonne
JFK BLVD AT MORTON PL,njt_bus,8262,,Bayonne
JFK BLVD AT CLAREMONT AVE,njt_bus,8263,,Bayonne
JFK BLVD AT BROADMAN PKWY,njt_bus,8264,,Bayonne
JFK BLVD AT AUDUBON AVE,njt_bus,8265,,Bayonne
JFK BLVD AT STEGMAN PKWY,njt_bus,8266,,Bayonne
JFK BLVD AT VAN HOUTEN AVE,njt_bus,8267,,Bayonne
JFK BLVD AT WOODLAWN AVE,njt_bus,8268,,Bayonne
JFK BLVD AT VAN NOSTRAND AVE,njt_bus,8269,,Bayonne
JFK BLVD AT STEVENS AVE,njt_bus,8270,,Bayonne
JFK BLVD AT MCADOO AVE,njt_bus,8271,,Bayonne
JFK BLVD AT DANFORTH AVE,njt_bus,8272,,Bayonne
JFK BLVD AT GREENVILLE AVE,njt_bus,8273,,Bayonne
JFK BLVD AT PEARSALL AVE,njt_bus,8274,,Bayonne
JFK BLVD AT WINFIELD AVE,njt_bus,8275,,Bayonne
JFK BLVD AT GATES AVE,njt_bus,8276,,Bayonne
JFK BLVD AT PAMRAPO AVE,njt_bus,8277,,Bayonne
JOURNAL SQUARE TRANSPORTATION CENTER,njt_bus,8278,,
LIBERTY STATE PARK - PARK & RIDE,njt_bus,8279,,Journal Square
MANHATTAN AVE AT JFK BLVD,njt_bus,8281,,
MONTGOMERY ST AT JFK BLVD,njt_bus,8284,,
MONTGOMERY ST AT BRITTON ST,njt_bus,8285,,
MONTGOMERY ST AT BOLAND ST,njt_bus,8286,,
MONTGOMERY ST AT BERGEN AVE,njt_bus,8287,,West Side Avenue
MONTGOMERY ST AT JORDAN AVE,njt_bus,8288,,West Side Avenue
MONTGOMERY ST AT BALDWIN AVE,njt_bus,8289,,West Side Avenue
MONTGOMERY ST AT MILL RD,njt_bus,8290,,Journal Square
MONTGOMERY ST AT FLORENCE ST,njt_bus,8291,,West Side Avenue
MONTGOMERY ST AT RISTAINO DR,njt_bus,8292,,West Side Avenue
MONTGOMERY ST AT MERSELES ST,njt_bus,8293,,West Side Avenue
MONTGOMERY ST AT BRUNSWICK ST,njt_bus,8294,,West Side Avenue
MONTGOMERY ST AT MONMOUTH ST,njt_bus,8295,,West Side Avenue
MONTGOMERY ST AT MONMOUTH ST,njt_bus,8304,,Montgomery St
MONTGOMERY ST AT BRUNSWICK ST,njt_bus,8305,,Montgomery St
MONTGOMERY ST AT COLGATE ST,njt_bus,8306,,Montgomery St
MONTGOMERY ST AT CHOPIN ST,njt_bus,8307,,Montgomery St
MONTGOMERY ST AT RISTAINO DR,njt_bus,8308,,Montgomery St
MONTGOMERY ST AT FLORENCE ST,njt_bus,8309,,Montgomery St
MONTGOMERY ST AT MILL RD,njt_bus,8310,,Ocean Avenue
MONTGOMERY ST AT JORDAN AVE,njt_bus,8311,,Montgomery St
MONTGOMERY ST AT BOLAND ST,njt_bus,8312,,
MONTGOMERY ST AT JFK BLVD,njt_bus,8313,,
MONTICELLO AVE AT COMMUNIPAW AVE,njt_bus,8314,,Hoboken
MONTICELLO AVE AT ASTOR PL,njt_bus,8315,,Hoboken
MONTICELLO AVE AT BELMONT AVE,njt_bus,8316,,Jersey City
MONTICELLO AVE AT JEWETT AVE,njt_bus,8317,,Hoboken
MONTICELLO AVE AT FAIRMOUNT AVE,njt_bus,8318,,Hoboken
MONTICELLO AVE AT FAIRVIEW AVE,njt_bus,8319,,Jersey City
MONTICELLO AVE AT JEWETT AVE,njt_bus,8320,,Jersey City
MONTICELLO AVE AT BRINKERHOFF ST,njt_bus,8321,,Jersey City
MONTICELLO AVE AT HARRISON AVE,njt_bus,8322,,Jersey City
NEPTUNE AVE AT OLD BERGEN RD,njt_bus,8323,,
NEPTUNE AVE AT OCEAN AVE,njt_bus,8324,,
NEPTUNE AVE AT GARFIELD AVE,njt_bus,8325,,
NEPTUNE AVE AT GARFIELD AVE,njt_bus,8326,,
NEPTUNE AVE AT OCEAN AVE,njt_bus,8327,,
NEPTUNE AVE AT OLD BERGEN RD,njt_bus,8328,,
NEWARK AVE AT JFK BLVD,njt_bus,8329,,
NEWARK AVE AT SUMMIT AVE,njt_bus,8330,,
NEWARK AVE AT CHESTNUT AVE,njt_bus,8331,,
NEWARK AVE AT WALDO AVE,njt_bus,8332,,
NEWARK AVE AT MERSELES ST,njt_bus,8333,,
NEWARK AVE AT FOURTH ST,njt_bus,8334,,
NEWARK AVE AT BRUNSWICK ST,njt_bus,8338,,
NEWARK AVE AT 6TH ST,njt_bus,8339,,
NEWARK AVE 350'E OF PALISADE AVE,njt_bus,8340,,
NEWARK AVE AT BALDWIN AVE,njt_bus,8341,,
NEWARK AVE AT OAKLAND AVE COUNTY BUILDING,njt_bus,8342,,
OCEAN AVE AT MERRIT ST,njt_bus,8343,,Jersey City
OCEAN AVE AT SEAVIEW AVE,njt_bus,8344,,Journal Square
OCEAN AVE AT NEPTUNE AVE,njt_bus,8345,,Jersey City
OCEAN AVE AT WINFIELD AVE,njt_bus,8346,,Jersey City
OCEAN AVE AT LEMBECK AVE,njt_bus,8347,,Jersey City
OCEAN AVE AT LINDEN AVE,njt_bus,8348,,Jersey City
OCEAN AVE AT DANFORTH AVE,njt_bus,8349,,Jersey City
OCEAN AVE AT NEW ST,njt_bus,8350,,Jersey City
OCEAN AVE AT CHAPEL AVE,njt_bus,8351,,Jersey City
OCEAN AVE AT WARNER AVE,njt_bus,8352,,Jersey City
OCEAN AVE AT EASTERN PKWY,njt_bus,8353,,Jersey City
OCEAN AVE AT VAN NOSTRAND AVE,njt_bus,8354,,Jersey City
OCEAN AVE AT ARMSTRONG AVE,njt_bus,8355,,Jersey City
OCEAN AVE AT FULTON AVE,njt_bus,8356,,Jersey City
OCEAN AVE AT STEGMAN ST,njt_bus,8357,,Jersey City
OCEAN AVE AT WEGMAN PKWY,njt_bus,8358,,Jersey City
OCEAN AVE AT BAYVIEW AVE,njt_bus,8359,,Jersey City
OCEAN AVE AT WILKINSON AVE,njt_bus,8360,,Jersey City
OCEAN AVE AT MYRTLE AVE,njt_bus,8361,,Jersey City
OCEAN AVE AT CLAREMONT AVE,njt_bus,8362,,Jersey City
OCEAN AVE AT VIRGINIA AVE,njt_bus,8363,,Jersey City
OCEAN AVE AT FORREST ST,njt_bus,8364,,Jersey City
OCEAN AVE AT UNION ST,njt_bus,8365,,Jersey City
OCEAN AVE AT BRAMHALL AVE,njt_bus,8366,,Jersey City
OCEAN AVE AT UNION ST,njt_bus,8367,,Bayonne
OCEAN AVE AT FORREST ST,njt_bus,8368,,Bayonne
OCEAN AVE AT VIRGINIA AVE,njt_bus,8369,,Bayonne
OCEAN AVE AT CLAREMONT AVE,njt_bus,8370,,Bayonne
OCEAN AVE AT MYRTLE AVE,njt_bus,8371,,Bayonne
OCEAN AVE AT WILKINSON AVE,njt_bus,8372,,Bayonne
OCEAN AVE AT BIDWELL AVE,njt_bus,8373,,Bayonne
OCEAN AVE AT STEGMAN ST,njt_bus,8374,,Bayonne
OCEAN AVE AT DWIGHT ST,njt_bus,8375,,Bayonne
OCEAN AVE AT FULTON AVE,njt_bus,8376,,Bayonne
OCEAN AVE AT ARMSTRONG AVE,njt_bus,8377,,Bayonne
OCEAN AVE AT VAN NOSTRAND AVE,njt_bus,8378,,Bayonne
OCEAN AVE AT WADE ST,njt_bus,8379,,Bayonne
OCEAN AVE AT WARNER AVE,njt_bus,8380,,Bayonne
OCEAN AVE AT SHEFFIELD ST,njt_bus,8381,,Bayonne
OCEAN AVE AT NEW ST,njt_bus,8382,,Bayonne
OCEAN AVE AT DANFORTH AVE,njt_bus,8383,,Bayonne
OCEAN AVE AT LINDEN AVE,njt_bus,8384,,Bayonne
OCEAN AVE AT LEMBECK AVE,njt_bus,8385,,Bayonne
OCEAN AVE AT PEARSALL AVE,njt_bus,8386,,Bayonne
OCEAN AVE AT WINFIELD AVE,njt_bus,8387,,Bayonne
OCEAN AVE AT NEPTUNE AVE,njt_bus,8388,,Bayonne
OCEAN AVE AT GATES AVE,njt_bus,8389,,Bayonne
OCEAN AVE AT MERRIT ST,njt_bus,8390,,Ocean Avenue
OLD BERGEN RD AT GATES AVE,njt_bus,8391,,Hoboken
OLD BERGEN RD AT WINFIELD AVE,njt_bus,8392,,Hoboken
OLD BERGEN RD AT BARTHOLDI ST,njt_bus,8393,,Hoboken
OLD BERGEN RD AT LEMBECK AVE,njt_bus,8394,,Hoboken
OLD BERGEN RD AT LINDEN AVE,njt_bus,8395,,Hoboken
OLD BERGEN RD AT DANFORTH AVE,njt_bus,8396,,Hoboken
OLD BERGEN RD AT CATOR AVE,njt_bus,8397,,
OLD BERGEN RD AT MACADOO AVE,njt_bus,8398,,
OLD BERGEN RD AT MACADOO AVE,njt_bus,8399,,
OLD BERGEN RD AT CATOR AVE,njt_bus,8400,,
OLD BERGEN RD AT DANFORTH AVE,njt_bus,8401,,
OLD BERGEN RD AT LINDEN AVE,njt_bus,8402,,Jersey City
OLD BERGEN RD AT GREENVILLE AVE,njt_bus,8403,,Jersey City
OLD BERGEN RD AT PEARSALL AVE,njt_bus,8404,,Jersey City
OLD BERGEN RD AT BARTHOLDI AVE,njt_bus,8405,,Jersey City
OLD BERGEN RD AT WINFIELD AVE,njt_bus,8406,,Jersey City
OLD BERGEN RD AT SEAVIEW AVE,njt_bus,8407,,Jersey City
OLD BERGEN RD AT GATES AVE,njt_bus,8408,,Jersey City
OLD BERGEN RD AT GATES AVE,njt_bus,8409,,Bayonne
OLD BERGEN RD AT PAMRAPO AVE,njt_bus,8410,,Bayonne
OLD BERGEN RD AT MERRITT ST,njt_bus,8411,,Bayonne
PACIFIC AVE AT COMMUNIPAW AVE,njt_bus,8412,,
PALISADE AVE AT ST. PAUL'S AVE,njt_bus,8413,,
PALISADE AVE AT NEWARK AVE,njt_bus,8414,,
PALISADE AVE AT BEACON AVE CHRIST HOSPITAL,njt_bus,8415,,
PALISADE AVE AT BEACON AVE OPP. CHRIST HOSPITAL,njt_bus,8437,,
PALISADE AVE AT ST. PAUL'S AVE,njt_bus,8438,,
PALISADE AVE AT NEWARK AVE,njt_bus,8439,,
PALISADE AVE AT NEWARK AVE,njt_bus,8440,,
ROMAR AVE AT NEPTUNE AVE,njt_bus,8443,,
ROMAR AVE AT PEARSALL AVE,njt_bus,8444,,
ROMAR AVE AT GREENVILLE AVE,njt_bus,8445,,
ROMAR AVE AT BARTHOLDI AVE,njt_bus,8446,,
ROMAR AVE AT NEPTUNE AVE,njt_bus,8447,,
ROSE AVE AT CATOR AVE,njt_bus,8448,,Hoboken
SEAVIEW AVE AT KENNEDY BLVD,njt_bus,8449,,
SEAVIEW AVE AT KENNEDY BLVD,njt_bus,8450,,
SEAVIEW AVE AT ROMAR AVE,njt_bus,8451,,
SIP AVE AT CORBIN AVE,njt_bus,8452,,
SIP AVE AT ROMAINE AVE,njt_bus,8453,,
SIP AVE AT TONNELLE AVE,njt_bus,8454,,Jersey City
SIP AVE AT TONNELLE AVE,njt_bus,8455,,
SIP AVE AT GARRISON AVE,njt_bus,8456,,
SIP AVE AT VAN WAGENEN AVE,njt_bus,8457,,
SIP AVE AT CORBIN AVE,njt_bus,8458,,
SUMMIT AVE AT CLIFTON PL,njt_bus,8459,,Journal Square
SUMMIT AVE 130'N OF ACADEMY ST,njt_bus,8460,,Journal Square
SUMMIT AVE AT NEWARK AVE,njt_bus,8461,,
SUMMIT AVE AT HOPKINS AVE,njt_bus,8462,,
SUMMIT AVE 255'N OF JEFFERSON AVE,njt_bus,8463,,
SUMMIT AVE AT CARLTON AVE,njt_bus,8464,,
SUMMIT AVE AT MANHATTAN AVE,njt_bus,8465,,
SUMMIT AVE AT HUTTON ST,njt_bus,8466,,
SUMMIT AVE AT GRIFFITH ST,njt_bus,8467,,
SUMMIT AVE AT BOWERS ST,njt_bus,8468,,
SUMMIT AVE AT THORNE ST,njt_bus,8477,,
SUMMIT AVE AT BOWERS ST,njt_bus,8478,,
SUMMIT AVE AT HUTTON ST,njt_bus,8479,,
SUMMIT AVE AT MANHATTAN AVE,njt_bus,8480,,
SUMMIT AVE AT CARLTON AVE,njt_bus,8481,,
SUMMIT AVE 240'N OF TROY ST,njt_bus,8482,,
SUMMIT AVE AT BEACON AVE,njt_bus,8483,,
SUMMIT AVE AT NEWARK AVE,njt_bus,8484,,
SUMMIT AVE AT PAVONIA AVE,njt_bus,8485,,Jersey City
SUMMIT AVE AT NEWKIRK ST,njt_bus,8486,,Ocean Avenue
SUMMIT AVE AT FAIRMOUNT AVE,njt_bus,8487,,Ocean Avenue
SUMMIT AVE AT BELMONT AVE,njt_bus,8488,,Ocean Avenue
WEST SIDE AVE AT CATOR AVE,njt_bus,8497,,
WEST SIDE AVE AT VAN NOSTRAND AVE,njt_bus,8498,,
WEST SIDE AVE AT WOODLAWN AVE,njt_bus,8499,,
WEST SIDE AVE AT STEGMAN PKWY,njt_bus,8500,,
WEST SIDE AVE AT AUDUBON AVE,njt_bus,8501,,
WEST SIDE AVE AT FISK ST,njt_bus,8502,,
WEST SIDE AVE AT POLLOCK AVE,njt_bus,8503,,
WEST SIDE AVE AT CLAREMONT AVE - HBLR,njt_bus,8504,,
WEST SIDE AVE AT EGE AVE,njt_bus,8505,,
WEST SIDE AVE AT VIRGINIA AVE,njt_bus,8506,,
WEST SIDE AVE AT BOYD AVE,njt_bus,8507,,
WEST SIDE AVE AT UNION ST,njt_bus,8508,,
WEST SIDE AVE AT LEXINGTON AVE,njt_bus,8509,,
WEST SIDE AVE AT COMMUNIPAW AVE,njt_bus,8510,,
WEST SIDE AVE AT HARRISON AVE,njt_bus,8511,,
WEST SIDE AVE AT GIFFORD AVE,njt_bus,8512,,
WEST SIDE AVE AT KENSINGTON AVE,njt_bus,8513,,
WEST SIDE AVE AT FAIRVIEW AVE,njt_bus,8514,,
WEST SIDE AVE AT FAIRMOUNT AVE,njt_bus,8515,,
WEST SIDE AVE AT GLENWOOD AVE,njt_bus,8516,,
WEST SIDE AVE AT STUYVESANT AVE,njt_bus,8517,,
WEST SIDE AVE AT HIGHLAND AVE,njt_bus,8518,,
WEST SIDE AVE AT FAIRMOUNT AVE,njt_bus,8519,,
WEST SIDE AVE AT GAUTIER AVE,njt_bus,8520,,
WEST SIDE AVE AT KENSINGTON AVE,njt_bus,8521,,
WEST SIDE AVE AT GIFFORD AVE,njt_bus,8522,,
WEST SIDE AVE AT HARRISON AVE,njt_bus,8523,,
WEST SIDE AVE AT COMMUNIPAW AVE,njt_bus,8524,,
WEST SIDE AVE AT CLENDENNY AVE,njt_bus,8525,,
WEST SIDE AVE AT UNION ST,njt_bus,8526,,
WEST SIDE AVE AT BOYD AVE,njt_bus,8527,,
WEST SIDE AVE AT CLARKE AVE,njt_bus,8528,,
WEST SIDE AVE AT GRANT AVE,njt_bus,8529,,
WEST SIDE AVE AT POLLOCK AVE,njt_bus,8530,,
WEST SIDE AVE AT FISK ST,njt_bus,8531,,
WEST SIDE AVE AT CARBON PL,njt_bus,8532,,
WEST SIDE AVE AT STEGMAN PKWY,njt_bus,8533,,
WEST SIDE AVE AT WOODLAWN AVE,njt_bus,8534,,
WEST SIDE AVE AT VAN NOSTRAND AVE,njt_bus,8535,,
WEST SIDE AVE AT MCADOO AVE,njt_bus,8536,,
WEST SIDE AVE AT CATOR AVE,njt_bus,8537,,
PALISADE AVE AT FLEET ST#,njt_bus,8542,,
COMMUNIPAW AVE AT WHITON ST,njt_bus,8545,,Newport Mall
JFK BLVD AT ELM ST#,njt_bus,8546,,
COMMUNIPAW AVE at RT-440 #,njt_bus,8548,,
SECAUCUS RD 1800' S OF PENHORN AVE.#,njt_bus,8549,,
NJ INTERNATIONAL & BULK MAIL CENTER,njt_bus,8550,,
U.S. POSTAL FACILITY AT BULK DOOR,njt_bus,8551,,
BELGROVE DR AT WOODLAND AVE,njt_bus,8552,,Newark
BELGROVE DR AT BERGEN AVE,njt_bus,8553,,Newark
BELGROVE DR AT BERGEN AVE,njt_bus,8554,,Hackensack
BELGROVE DR AT WOODLAND AVE,njt_bus,8555,,Hackensack
CENTRAL AVE 574' N OF HACKENSACK AVE.,njt_bus,8556,,
RIVER TERMINAL (CENTRAL AVE),njt_bus,8557,,
HUDSON COUNTY CORRECTIONAL FACILITY,njt_bus,8558,,
KEARNY AVE AT HOYT ST,njt_bus,8559,,
KEARNY AVE AT BERGEN AVE,njt_bus,8560,,
KEARNY AVE AT MIDLAND AVE,njt_bus,8561,,Newark
KEARNY AVE AT STUYVESANT AVE,njt_bus,8562,,Newark
KEARNY AVE AT STEWART AVE,njt_bus,8563,,Hackensack
KEARNY AVE AT MIDLAND AVE,njt_bus,8564,,
KEARNY AVE AT QUINCY AVE,njt_bus,8565,,
KEARNY AVE AT BERGEN AVE,njt_bus,8566,,
KEARNY AVE AT JOHNSTON AVE,njt_bus,8567,,
LINCOLN HWY AT HACKENSACK AVE,njt_bus,8568,,
LINCOLN HWY AT HACKENSACK AVE,njt_bus,8569,,
KEARNY AVE AT STEWART AVE#,njt_bus,8570,,Newark
KEARNY AVE AT SEELEY AVE#,njt_bus,8571,,Newark
BELLEVILLE TPKE AT KEARNY AVE#,njt_bus,8572,,Jersey Gardens
BELLEVILLE TPKE AT RUTHERFORD PL#,njt_bus,8573,,Jersey Gardens
BELLEVILLE TPKE AT CHESTNUT ST#,njt_bus,8574,,Jersey Gardens
ELM ST AT STUYVESANT AVE#,njt_bus,8575,,Jersey Gardens
ELM ST AT LAUREL AVE#,njt_bus,8576,,Jersey Gardens
DAVIS AVE AT OAKWOOD AVE#,njt_bus,8577,,Jersey Gardens
DAVIS AVE AT QUINCY AVE#,njt_bus,8578,,Jersey Gardens
DAVIS AVE AT KING AVE#,njt_bus,8579,,Jersey Gardens
ELM ST AT SEELEY AVE#,njt_bus,8580,,Kearny
ELM ST AT SEELEY AVE#,njt_bus,8581,,Jersey Gardens
ELM ST AT STEWART AVE#,njt_bus,8582,,Jersey Gardens
DAVIS AVE AT GARFIELD AVE#,njt_bus,8583,,Jersey Gardens
KEARNY AVE AT HALSTEAD ST#,njt_bus,8584,,
BELGROVE DR AT LINCOLN AVE#,njt_bus,8585,,Hackensack
BELGROVE DR AT HALSTEAD ST#,njt_bus,8586,,Newark
KEARNY AVE AT BENNETT AVE#,njt_bus,8587,,Hackensack
MIDLAND AVE AT FOREST ST#,njt_bus,8588,,Kearny
BELGROVE DR AT OAKWOOD AVE#,njt_bus,8589,,Hackensack
BELGROVE DR AT QUINCY AVE#,njt_bus,8590,,Hackensack
BELGROVE DR AT PEDEN TERRACE#,njt_bus,8591,,Hackensack
BELGROVE DR AT WILSON AVE#,njt_bus,8592,,Hackensack
KEARNY AVE AT SEELEY AVE#,njt_bus,8593,,Hackensack
KEARNY AVE AT MAGNOLIA AVE#,njt_bus,8594,,Hackensack
KEARNY AVE AT LAUREL AVE#,njt_bus,8595,,Hackensack
KEARNY AVE AT COLUMBIA AVE#,njt_bus,8596,,Hackensack
KEARNY AVE AT LOCUST AVE#,njt_bus,8597,,Hackensack
KEARNY AVE AT NEW LAWN TERRACE#,njt_bus,8598,,
KEARNY AVE AT OAKWOOD AVE#,njt_bus,8599,,
KEARNY AVE AT PAVONIA AVE#,njt_bus,8600,,
KEARNY AVE AT GROVE ST#,njt_bus,8601,,
KEARNY AVE AT LIBERTY ST#,njt_bus,8602,,
KEARNY AVE AT HALSTEAD ST#,njt_bus,8603,,
KEARNY AVE AT AFTON ST#,njt_bus,8604,,
KEARNY AVE AT BOYD ST#,njt_bus,8605,,
KEARNY AVE AT WILSON AVE#,njt_bus,8606,,
KEARNY AVE AT PATERSON ST#,njt_bus,8607,,
KEARNY AVE AT ROSE ST#,njt_bus,8608,,
KEARNY AVE AT WOODLAND AVE#,njt_bus,8609,,
KEARNY AVE AT JOHNSTON AVE#,njt_bus,8610,,
KEARNY AVE AT WOODLAND AVE#,njt_bus,8611,,
KEARNY AVE AT DUKES ST#,njt_bus,8612,,
KEARNY AVE AT WILSON AVE#,njt_bus,8613,,
KEARNY AVE AT BOYD ST#,njt_bus,8614,,
KEARNY AVE AT GARFIELD AVE#,njt_bus,8615,,
KEARNY AVE AT LIBERTY ST#,njt_bus,8616,,
KEARNY AVE AT GROVE ST#,njt_bus,8617,,
KEARNY AVE AT QUINCY AVE#,njt_bus,8618,,
KEARNY AVE AT PAVONIA AVE#,njt_bus,8619,,
KEARNY AVE AT OAKWOOD AVE#,njt_bus,8620,,
KEARNY AVE AT COLUMBIA AVE#,njt_bus,8621,,Newark
KEARNY AVE AT WASHINGTON AVE#,njt_bus,8622,,Newark
KEARNY AVE AT MAGNOLIA AVE#,njt_bus,8623,,Newark
DAVIS AVE AT BERGEN AVE#,njt_bus,8624,,Jersey Gardens
DAVIS AVE AT TAPPAN ST#,njt_bus,8625,,Kearny
DAVIS AVE AT BERGEN AVE#,njt_bus,8626,,Kearny
DAVIS AVE AT KING ST#,njt_bus,8627,,Kearny
DAVIS AVE AT QUINCY AVE#,njt_bus,8628,,Kearny
DAVIS AVE AT OAKWOOD AVE#,njt_bus,8629,,Kearny
ELM ST AT COLUMBIA AVE#,njt_bus,8630,,Kearny
ELM ST AT LAUREL AVE#,njt_bus,8631,,Kearny
ELM ST AT STUYVESANT AVE#,njt_bus,8632,,Kearny
ELM ST AT BELLVILLE TPKE#,njt_bus,8633,,Kearny
BELGROVE DR AT LINCOLN AVE#,njt_bus,8634,,Newark
BELGROVE DR AT WILSON AVE#,njt_bus,8635,,Newark
BELGROVE DR AT QUINCY AVE#,njt_bus,8636,,Newark
BELGROVE DR AT OAKWOOD AVE#,njt_bus,8637,,Newark
BELGROVE DR AT MIDLAND AVE#,njt_bus,8638,,Newark
SECAUCUS RD AT 16TH ST,njt_bus,8725,,
SECAUCUS RD 1310'E OF 16TH ST.,njt_bus,8727,,
AMERICAN WAY 225' W OF HARTZ WAY,njt_bus,8775,,
AMERICAN WAY AT HARTZ WAY,njt_bus,8776,,
AMERICAN WAY 674'W OF HARTZ WAY,njt_bus,8777,,
CASTLE RD AT MEADOWLANDS PARKWAY,njt_bus,8778,,
CASTLE RD 1330' E OF MEADOWLANDS PKWY.,njt_bus,8779,,
CASTLE RD 2470'W OF NEW COUNTY RD,njt_bus,8780,,
CASTLE RD 903'W OF NEW COUNTY RD,njt_bus,8781,,
CASTLE RD 1589' W OF NEW COUNTY RD.,njt_bus,8782,,
CASTLE RD 1637'W OF NEW COUNTY RD,njt_bus,8783,,
CASTLE RD 2465'W OF NEW COUNTY RD,njt_bus,8784,,
